# uniform1 uniform2 gaussian1 gaussian2
  0.393179 0.061650 -0.433912 -1.599260
  0.531152 0.154220 1.386953 0.775156
  0.872251 0.516956 1.065504 1.222126
  0.652430 0.963480 -1.783221 -0.439522
  0.020581 0.849303 0.534333 -0.176609
  0.554078 0.743156 -0.057467 -0.391021
  0.438145 0.547473 1.224071 1.452666
  0.174217 0.488856 -1.437185 0.837701
  0.032287 0.061404 -1.101906 -1.614859
  0.605103 0.983134 -0.554547 0.291289
  0.944839 0.409705 0.341611 0.562808
  0.821435 0.048592 -1.062326 0.367996
  0.326550 0.691915 0.171240 1.257883
  0.457623 0.280375 0.138766 0.130747
  0.515599 0.421169 -0.734472 0.252893
  0.422802 0.928056 -0.657892 -0.067350
  0.494486 0.960938 -1.719815 0.665490
  0.154251 0.324298 0.188975 0.305159
  0.510102 0.310495 -0.033890 1.317563
  0.294918 0.470179 0.054518 -0.354945
  0.465946 0.851859 -0.488437 -0.930580
  0.490637 0.874227 -0.810842 -0.658466
  0.104995 0.960616 0.853993 -0.647613
  0.271913 0.573440 0.034733 1.338165
  0.500897 0.390368 0.635057 -0.439170
  0.401705 0.607962 2.338021 -1.087189
  0.816972 0.901747 -0.667887 0.859993
  0.837674 0.288224 0.369358 -0.634915
  0.223603 0.824325 -0.835607 -0.714734
  0.340112 0.058321 -0.572625 1.366183
  0.682379 0.623702 -0.777004 -0.554472
  0.747791 0.519701 -0.001655 -0.232217
  0.953772 0.661327 -0.873310 1.017058
  0.762199 0.324463 -0.945308 -0.786166
  0.493010 0.064418 0.216882 -1.709860
  0.230024 0.302651 -0.852779 -1.021213
  0.069603 0.529570 -0.782914 -0.877010
  0.735741 0.082404 -1.069628 1.100770
  0.692985 0.524073 0.209296 1.090851
  0.910509 0.401354 -0.531132 -0.936137
  0.570239 0.207062 1.042043 0.581548
  0.170343 0.337882 0.314203 -1.354103
  0.909523 0.561077 -1.652261 -1.021041
  0.138067 0.546398 -0.816227 -0.657910
  0.960921 0.495674 1.858176 0.174162
  0.796192 0.832399 -0.886234 -0.264774
  0.208379 0.924740 0.510661 -0.639431
  0.195143 0.108229 -1.609434 -0.149073
  0.950222 0.930433 0.959085 -0.274406
  0.021035 0.069329 -1.643132 -0.001064
  0.425419 0.464296 -1.464992 1.311829
  0.394838 0.512883 0.873061 0.591956
  0.915372 0.673326 -1.681744 -0.609330
  0.034150 0.625909 -1.654065 -0.329094
  0.962221 0.871746 -0.515236 2.445483
  0.338152 0.846730 -0.221635 0.510626
  0.908469 0.764773 0.449208 -0.650049
  0.440365 0.953282 0.259827 0.529995
  0.600945 0.204451 1.808451 -1.109057
  0.383748 0.496612 -0.634624 2.130267
  0.098427 0.256145 -2.255722 1.738549
  0.876262 0.057887 -1.319557 -0.450057
  0.614763 0.323285 1.827137 -1.185640
  0.321520 0.259630 -1.733965 -0.928866
  0.638512 0.541209 0.427230 -0.427049
  0.622281 0.307113 -0.807201 0.276962
  0.226044 0.202504 -0.333825 0.251539
  0.239290 0.674817 -0.917685 -0.308245
  0.585879 0.392635 -2.068583 -0.086921
  0.947571 0.005784 0.528858 0.068990
  0.650181 0.857923 -0.949632 1.607608
  0.306328 0.768376 0.303795 -2.240705
  0.374352 0.474771 0.038260 1.152225
  0.159618 0.332967 -0.208464 0.483755
  0.903151 0.851220 -0.475902 -0.008687
  0.704542 0.168369 0.591066 -0.064444
  0.857952 0.310304 -0.196768 0.136477
  0.116569 0.087734 -1.067161 1.281669
  0.139870 0.493349 -1.482933 -0.368301
  0.641786 0.880748 -1.132238 0.132376
  0.312684 0.119110 1.071888 -0.115300
  0.450285 0.355332 -1.298654 -0.890250
  0.639167 0.459217 0.083851 -2.593827
  0.473713 0.588982 -0.130477 0.623493
  0.983449 0.079627 -1.033131 -0.284138
  0.763786 0.504270 1.433340 -1.195842
  0.742869 0.983140 -0.083351 1.306805
  0.248688 0.185875 0.241356 -1.032267
  0.197835 0.651858 -0.365982 -0.111301
  0.350605 0.262728 -0.965099 -0.655235
  0.790839 0.086704 -1.043399 1.312779
  0.901162 0.918988 0.517020 0.990461
  0.334299 0.422132 1.026030 0.724287
  0.871422 0.596691 -1.096929 -0.692710
  0.991078 0.928100 -1.532832 -1.894457
  0.666006 0.482640 0.663328 0.750885
  0.572687 0.741197 -0.928977 -0.758010
  0.570402 0.411161 1.339374 -0.298919
  0.877031 0.019281 -2.118822 0.054697
  0.131308 0.244067 0.794001 0.251783
  0.859111 0.456903 0.314540 1.040025
  0.538075 0.873787 -1.107096 -1.138693
  0.622793 0.779055 -0.246751 -0.720996
  0.236453 0.910321 -0.498399 1.157162
  0.351058 0.571378 0.530666 0.339683
  0.537825 0.010030 0.563327 -0.065628
  0.684765 0.246247 -0.642417 -0.329465
  0.652835 0.448025 1.602893 0.628776
  0.235414 0.365501 0.565623 0.485909
  0.081528 0.234674 0.762717 0.718833
  0.710593 0.997989 -1.029817 0.329401
  0.759426 0.372291 0.640424 0.195217
  0.417099 0.753912 -0.464578 0.071281
  0.212005 0.343290 -1.357351 -0.935627
  0.998891 0.797389 -1.854504 -0.546572
  0.201526 0.886933 0.113188 0.237094
  0.125757 0.666875 0.595950 -0.200671
  0.512152 0.397930 -0.976130 0.543246
  0.328971 0.609515 -0.123126 2.194051
  0.517760 0.444472 -1.316221 0.036984
  0.692873 0.276863 -0.597789 -0.885398
  0.135490 0.606647 -1.140888 -0.877652
  0.317629 0.343043 0.497555 1.279840
  0.756372 0.070574 1.054478 -0.631641
  0.869947 0.068318 1.958544 0.547822
  0.031147 0.831018 1.299936 -1.535553
  0.535488 0.870754 0.090963 -0.694555
  0.447922 0.648272 -0.050740 0.865971
  0.601490 0.374425 0.489283 2.633455
  0.521842 0.596161 0.426105 -0.579453
  0.259330 0.670394 -0.864678 -1.352270
  0.437249 0.610629 0.208263 -1.862749
  0.176033 0.668264 -0.645821 1.055431
  0.235125 0.831879 -1.937364 -0.236190
  0.181289 0.937750 -0.965318 -0.289876
  0.811164 0.783202 0.269498 -1.139406
  0.118720 0.355209 1.499621 -0.489188
  0.235517 0.088643 0.948324 0.272947
  0.755054 0.916774 1.565520 0.319337
  0.841862 0.915697 0.545648 0.824939
  0.559639 0.209939 -0.150653 -0.334093
  0.240188 0.928958 0.740347 0.569690
  0.091178 0.699999 -0.080838 2.171794
  0.360676 0.442259 -0.447502 1.840246
  0.216333 0.442883 -0.670515 -1.243300
  0.565543 0.363462 1.322643 0.271338
  0.238750 0.052910 -0.742720 -0.940230
  0.805003 0.351895 -0.685629 2.694426
  0.362102 0.968370 0.084818 0.299974
  0.078185 0.440336 1.802578 -0.103316
  0.682719 0.731988 -0.488270 -1.742835
  0.897470 0.554357 0.914686 -0.596816
  0.758659 0.987477 -0.994906 -0.633292
  0.095208 0.734943 0.455338 -1.004489
  0.980188 0.160437 -0.136216 -0.035372
  0.162008 0.530882 -2.142337 -1.549233
  0.873324 0.794194 -0.587375 -1.703783
  0.586234 0.731414 0.620163 2.145316
  0.265746 0.082758 -0.915371 -0.447408
  0.420527 0.496867 -0.908415 -1.384903
  0.484438 0.423635 -1.181546 -0.967039
  0.236069 0.568329 -1.082784 1.393541
  0.019647 0.560056 -0.523996 -0.120712
  0.243806 0.779007 -1.526133 -0.443668
  0.149229 0.713560 0.018989 -1.319615
  0.957406 0.733429 2.399755 0.873992
  0.564997 0.644868 -1.669118 -0.427770
  0.616098 0.913374 -0.286033 -0.731457
  0.988965 0.820101 0.249736 1.484523
  0.674436 0.831538 -1.638496 1.451874
  0.770844 0.979267 1.167585 1.141702
  0.613750 0.398154 -0.385232 0.172874
  0.594998 0.121430 1.248735 -2.015835
  0.881053 0.034912 0.078749 1.201282
  0.170686 0.875994 0.173160 -0.144627
  0.184373 0.965002 -0.058974 0.127888
  0.626500 0.664157 -1.161886 -1.663228
  0.783880 0.414568 0.727599 -0.528596
  0.637000 0.510021 0.153548 1.125960
  0.114583 0.458449 -1.675490 0.288242
  0.310071 0.463020 -1.247186 -0.581932
  0.123615 0.002746 -0.262278 2.026786
  0.979679 0.182609 0.960646 0.178377
  0.422601 0.212878 -0.530106 0.196901
  0.947976 0.915772 0.592204 0.068572
  0.511093 0.990162 1.154358 1.348433
  0.380177 0.404404 0.725566 0.927839
  0.327189 0.988626 0.198657 -0.820611
  0.952315 0.178262 -2.190831 -1.961210
  0.018655 0.527394 -0.792259 -1.040111
  0.132906 0.293357 0.571913 0.132626
  0.153297 0.008485 -0.718407 0.420942
  0.833201 0.098297 0.162267 1.055482
  0.704443 0.713786 0.349708 -0.964019
  0.919152 0.549391 -0.756904 0.357421
  0.195399 0.487057 2.579912 -0.793386
  0.773369 0.188330 -0.997346 1.281341
  0.608784 0.190137 -0.602531 0.287881
  0.431320 0.292609 -0.352257 1.035568
  0.118060 0.705020 0.178215 -0.625111
  0.080054 0.837360 0.710107 0.305826
  0.604088 0.810098 -1.200303 -0.632015
  0.495248 0.209311 1.489574 1.057947
  0.297578 0.409216 -0.408498 1.603448
  0.326121 0.954320 -1.111004 1.165818
  0.072304 0.795308 0.244499 0.088833
  0.519547 0.543929 -1.057273 -0.257215
  0.155576 0.751380 -0.624432 -0.647619
  0.453795 0.452585 -1.043592 0.294990
  0.485759 0.959942 3.059523 1.027777
  0.903126 0.627398 -0.053656 0.171343
  0.744281 0.874941 0.525643 -0.170339
  0.879822 0.973165 0.382772 1.225902
  0.350594 0.653715 -1.407971 -1.489737
  0.493265 0.919280 -1.032209 -0.641054
  0.892265 0.799978 -1.920299 -0.261743
  0.082590 0.555505 0.125423 0.668976
  0.080853 0.855567 0.670410 0.771461
  0.664575 0.897994 -0.264512 -0.931984
  0.584242 0.909780 -0.226918 0.262084
  0.712955 0.744326 0.855953 1.107593
  0.498342 0.248254 1.223141 -0.126647
  0.479357 0.187191 -0.489727 -1.125889
  0.249452 0.308748 0.363424 1.144004
  0.022500 0.081192 1.352156 -0.756531
  0.067485 0.380885 -0.141509 -0.389423
  0.885423 0.762266 1.386966 1.458166
  0.185421 0.077297 0.299720 -0.020256
  0.949899 0.069587 1.501085 -0.614134
  0.336242 0.169464 -0.788613 1.091116
  0.933523 0.429310 0.000395 0.493733
  0.848378 0.280686 -1.221332 -0.012311
  0.521498 0.139232 0.745995 1.100845
  0.249901 0.696412 -0.449971 0.243086
  0.270375 0.060792 0.741157 1.230165
  0.125843 0.148208 0.231959 2.171093
  0.823396 0.896322 0.944927 0.326650
  0.559347 0.725095 -0.517082 1.835076
  0.576743 0.798413 -0.115704 -1.200239
  0.651628 0.231777 0.128542 -0.081533
  0.927077 0.678418 0.551271 -1.192029
  0.733506 0.190352 -0.680399 0.074646
  0.448086 0.527887 -0.348645 -0.393801
  0.802474 0.968910 0.930964 -0.596233
  0.030192 0.280991 1.660313 -0.529602
  0.421491 0.096950 1.262195 -0.793507
  0.557655 0.390007 -0.160223 0.655517
  0.650432 0.950816 -0.863890 0.080829
  0.374633 0.665983 -1.226709 0.988097
  0.535357 0.742249 0.120915 -0.061581
  0.541526 0.210277 -0.146714 0.547831
  0.467545 0.320212 0.079996 -1.202275
  0.074720 0.597885 0.539627 -0.474227
  0.148886 0.091345 0.493370 0.383806
  0.268379 0.026756 1.012457 1.536182
  0.062503 0.427056 -0.015267 -0.318596
  0.931840 0.287492 0.256182 1.741513
  0.038410 0.894503 0.468503 3.082746
  0.827618 0.374065 -1.254672 1.213375
  0.332435 0.441427 0.562503 0.982273
  0.777992 0.304741 0.133057 1.368681
  0.118393 0.505301 -1.101711 -0.069608
  0.616816 0.877125 1.186472 0.351417
  0.787770 0.937900 -1.487053 1.526589
  0.236219 0.911192 -0.622290 -0.567994
  0.916726 0.504200 -1.071351 0.792575
  0.299831 0.545011 -0.365991 0.834306
  0.287585 0.007166 -0.530656 1.456888
  0.905126 0.592159 0.138687 1.156279
  0.712068 0.011270 -0.727847 -0.882691
  0.008835 0.167461 1.297252 0.050861
  0.961660 0.035411 -1.476818 1.625911
  0.446583 0.915956 -1.482922 1.327418
  0.105090 0.399767 -0.067888 1.636587
  0.527473 0.718529 -0.000961 -1.336375
  0.411786 0.932957 -0.206547 -0.453009
  0.183149 0.183867 -0.387727 0.898935
  0.062766 0.814638 -0.456594 0.006225
  0.858464 0.202026 1.190446 -2.124936
  0.611920 0.145469 0.914204 -0.641430
  0.701771 0.669577 -0.659685 -0.382532
  0.973919 0.661801 0.899038 -1.342906
  0.917289 0.126075 1.168336 0.206392
  0.905846 0.880891 0.560832 -0.205437
  0.682476 0.896125 -0.592196 0.370946
  0.858105 0.855716 -0.513615 0.313365
  0.572950 0.563042 1.640443 1.721624
  0.920260 0.583390 0.310062 1.122637
  0.066635 0.252637 0.110080 -0.765467
  0.149182 0.749590 0.163992 0.971943
  0.801199 0.085277 -2.026397 0.509014
  0.168923 0.387503 0.287275 -1.002844
  0.910420 0.623980 -0.708105 0.546401
  0.868277 0.404214 -1.411681 0.013219
  0.828606 0.820581 -0.117102 1.214729
  0.543640 0.796985 1.190579 0.415187
  0.756961 0.814547 0.244649 0.642032
  0.766493 0.285648 -0.497276 -1.493934
  0.949317 0.038550 0.397102 1.462419
  0.702682 0.272797 1.492689 0.329634
  0.262911 0.796087 -1.382892 2.089300
  0.517241 0.049230 -0.475431 -0.564068
  0.086143 0.207539 -0.143528 -0.760029
  0.490494 0.418380 1.382787 -0.781247
  0.033943 0.218332 -2.395061 -0.772546
  0.653117 0.355680 -0.491055 0.896587
  0.367812 0.173595 -0.233078 -1.535611
  0.701689 0.449702 -0.750214 1.170356
  0.067913 0.446866 -0.319185 0.864026
  0.644636 0.973618 -1.855229 -0.335047
  0.026582 0.757804 -0.360109 0.248155
  0.541005 0.234991 -0.475246 0.697013
  0.641579 0.512890 -1.840930 0.194829
  0.852872 0.500475 -0.764432 0.509883
  0.227837 0.130358 0.184090 0.998008
  0.439939 0.279563 1.453690 -0.027394
  0.222668 0.386020 0.565274 0.153537
  0.367083 0.219384 1.292596 -0.525265
  0.492729 0.954381 -0.614129 -0.349539
  0.343986 0.094551 -0.018013 1.969887
  0.283898 0.364315 1.789236 -0.362401
  0.519392 0.868432 -0.544824 -0.206550
  0.461397 0.053005 0.739196 -0.641020
  0.852709 0.006747 -0.777280 -0.661591
  0.522314 0.943958 -0.531726 0.170199
  0.396380 0.915353 -1.002714 -0.364526
  0.242526 0.983676 -1.441142 0.487322
  0.848791 0.497100 0.975791 -0.059985
  0.386552 0.226881 0.713029 1.566685
  0.672835 0.542495 -0.517347 -1.829603
  0.265310 0.248366 0.112248 0.029763
  0.949606 0.640654 0.627412 1.575285
  0.761594 0.125930 -0.153227 -0.295733
  0.184084 0.679286 -0.332667 0.433718
  0.991821 0.121858 -0.175439 0.743143
  0.414971 0.006723 -0.334839 -0.209387
  0.847948 0.762083 0.722044 0.033579
  0.188967 0.789911 -0.874962 -0.775820
  0.567711 0.743287 0.809218 -1.217825
  0.323879 0.008022 0.841549 0.484562
  0.399771 0.390844 -0.716707 -0.304020
  0.342711 0.563570 1.496431 1.838026
  0.273601 0.068985 0.050819 -0.890791
  0.914327 0.645186 -0.517636 -0.676237
  0.640448 0.154029 -0.399716 0.759600
  0.945418 0.218199 -1.063384 0.107648
  0.023931 0.203669 1.634280 0.409498
  0.673322 0.085789 -0.511131 -0.197220
  0.725060 0.899804 0.154813 -0.204540
  0.100433 0.258031 0.165771 0.408066
  0.284909 0.130543 0.543522 0.746928
  0.946858 0.300510 -0.666218 1.187642
  0.049501 0.613215 0.328669 0.313031
  0.592524 0.661724 0.262327 -0.264982
  0.804680 0.838251 -1.450244 -0.190567
  0.937540 0.883972 2.292277 -0.950991
  0.776953 0.573774 0.648357 0.690762
  0.123718 0.048974 -1.178015 0.245924
  0.730575 0.734647 1.669569 -0.422697
  0.535744 0.661319 -0.117071 0.010385
  0.871151 0.817609 -1.172665 0.096183
  0.433047 0.024015 -1.271536 0.316099
  0.151537 0.629766 -0.804815 -0.248433
  0.572668 0.989499 -0.379577 0.650952
  0.450225 0.037380 -1.297608 0.578859
  0.675229 0.796724 -0.172858 1.223235
  0.616992 0.620639 -0.165462 -0.128908
